ITEM;TimeStamp;Fecha-Hora;Temp2M;RH2M;PreS;Rain;;;
407;;17/1/2023 22:00;8.72;99.14;70.12;0.68;;;
408;;17/1/2023 23:00;8.54;99.02;70.09;0.51;;;
409;;18/1/2023 0:00;8.25;99.07;70.03;0.5;;;
410;;18/1/2023 1:00;8.1;98.76;69.97;0.61;;;
411;;18/1/2023 2:00;7.98;98.16;69.92;0.7;;;
412;;18/1/2023 3:00;7.81;98.44;69.91;0.71;;;
413;;18/1/2023 4:00;7.53;99.18;69.92;0.7;;;
414;;18/1/2023 5:00;7.23;99.63;69.94;0.83;;;
415;;18/1/2023 6:00;7.46;98.36;69.99;1.22;;;
416;;18/1/2023 7:00;8.63;93.3;70.06;3.29;;;
417;;18/1/2023 8:00;9.77;88.3;70.1;4.92;;;
418;;18/1/2023 9:00;11.27;82.06;70.11;5.91;;;
419;;18/1/2023 10:00;12.67;75.87;70.09;6.75;;;
420;;18/1/2023 11:00;13.49;72.73;70.06;6.89;;;
421;;18/1/2023 12:00;13.58;72.53;70.0;7.33;;;
422;;18/1/2023 13:00;13.01;75.3;69.94;7.51;;;
423;;18/1/2023 14:00;12.16;79.32;69.89;8.06;;;
424;;18/1/2023 15:00;11.48;83.02;69.87;8.2;;;
425;;18/1/2023 16:00;10.87;86.38;69.88;7.85;;;
426;;18/1/2023 17:00;10.18;91.03;69.91;7.09;;;
427;;18/1/2023 18:00;9.43;96.63;69.95;6.31;;;
428;;18/1/2023 19:00;8.99;98.35;70.0;5.11;;;
429;;18/1/2023 20:00;8.52;99.4;70.05;4.09;;;
430;;18/1/2023 21:00;8.09;100.0;70.09;3.32;;;
431;;18/1/2023 22:00;7.74;100.0;70.11;2.44;;;
432;;18/1/2023 23:00;7.39;100.0;70.09;2.22;;;
433;;19/1/2023 0:00;7.22;99.18;70.03;1.38;;;
434;;19/1/2023 1:00;7.27;98.21;69.98;0.9;;;
435;;19/1/2023 2:00;7.16;98.01;69.93;0.7;;;
436;;19/1/2023 3:00;7.07;97.84;69.93;0.64;;;
437;;19/1/2023 4:00;6.93;98.03;69.95;0.76;;;
438;;19/1/2023 5:00;6.82;98.16;69.99;1.0;;;
439;;19/1/2023 6:00;7.04;98.3;70.03;1.44;;;
440;;19/1/2023 7:00;8.84;93.11;70.09;1.71;;;
441;;19/1/2023 8:00;10.54;86.0;70.13;3.37;;;
442;;19/1/2023 9:00;11.87;78.74;70.14;4.87;;;
443;;19/1/2023 10:00;13.34;72.71;70.12;6.48;;;
444;;19/1/2023 11:00;14.34;68.91;70.07;7.8;;;
445;;19/1/2023 12:00;14.63;68.63;70.01;9.06;;;
446;;19/1/2023 13:00;14.21;71.21;69.94;10.76;;;
447;;19/1/2023 14:00;13.11;76.28;69.88;13.13;;;
448;;19/1/2023 15:00;12.02;81.43;69.85;16.42;;;
449;;19/1/2023 16:00;10.92;86.56;69.85;20.65;;;
450;;19/1/2023 17:00;9.61;92.31;69.88;24.11;;;
451;;19/1/2023 18:00;7.81;97.97;69.95;27.76;;;
452;;19/1/2023 19:00;6.57;98.88;70.03;30.65;;;
453;;19/1/2023 20:00;5.79;97.82;70.11;30.68;;;
454;;19/1/2023 21:00;4.83;97.17;70.18;26.95;;;
455;;19/1/2023 22:00;3.81;95.79;70.21;21.34;;;
456;;19/1/2023 23:00;3.08;95.97;70.18;16.93;;;
457;;20/1/2023 0:00;3.12;95.16;70.11;14.05;;;
458;;20/1/2023 1:00;3.31;95.23;70.03;11.4;;;
459;;20/1/2023 2:00;3.38;95.69;69.98;9.19;;;
460;;20/1/2023 3:00;3.59;95.67;69.97;7.38;;;
461;;20/1/2023 4:00;3.79;95.88;69.98;6.31;;;
462;;20/1/2023 5:00;3.88;96.02;70.02;5.17;;;
463;;20/1/2023 6:00;4.09;94.82;70.07;3.93;;;
464;;20/1/2023 7:00;4.75;92.84;70.14;1.6;;;
465;;20/1/2023 8:00;6.42;90.29;70.2;1.56;;;
466;;20/1/2023 9:00;8.78;84.87;70.22;1.67;;;
467;;20/1/2023 10:00;11.15;76.85;70.2;1.81;;;
468;;20/1/2023 11:00;12.54;71.67;70.15;1.97;;;
469;;20/1/2023 12:00;13.73;68.57;70.07;2.31;;;
470;;20/1/2023 13:00;14.33;66.76;69.99;2.65;;;
471;;20/1/2023 14:00;14.35;67.02;69.92;3.14;;;
472;;20/1/2023 15:00;13.33;71.66;69.9;3.49;;;
473;;20/1/2023 16:00;11.98;78.55;69.91;3.85;;;
474;;20/1/2023 17:00;10.64;86.5;69.95;4.39;;;
475;;20/1/2023 18:00;9.55;94.78;69.99;5.0;;;
476;;20/1/2023 19:00;9.17;97.01;70.03;5.88;;;
477;;20/1/2023 20:00;8.84;97.88;70.07;6.75;;;
478;;20/1/2023 21:00;8.54;98.43;70.1;7.82;;;
479;;20/1/2023 22:00;8.25;98.66;70.1;9.03;;;
480;;20/1/2023 23:00;7.94;99.06;70.08;9.34;;;
481;;21/1/2023 0:00;7.66;99.09;70.02;7.53;;;
482;;21/1/2023 1:00;7.38;99.07;69.96;4.72;;;
483;;21/1/2023 2:00;7.12;99.02;69.91;2.07;;;
484;;21/1/2023 3:00;6.82;99.03;69.89;0.63;;;
485;;21/1/2023 4:00;6.55;99.19;69.9;0.2;;;
486;;21/1/2023 5:00;6.3;99.43;69.92;0.11;;;
487;;21/1/2023 6:00;6.63;98.27;69.96;0.1;;;
488;;21/1/2023 7:00;8.26;92.36;70.02;0.62;;;
489;;21/1/2023 8:00;9.87;86.39;70.07;0.66;;;
490;;21/1/2023 9:00;11.38;79.03;70.08;1.28;;;
491;;21/1/2023 10:00;12.78;72.58;70.06;2.3;;;
492;;21/1/2023 11:00;13.93;68.55;70.03;3.14;;;
493;;21/1/2023 12:00;14.48;67.11;69.97;4.2;;;
494;;21/1/2023 13:00;14.58;67.28;69.9;5.53;;;
495;;21/1/2023 14:00;14.08;69.78;69.84;6.31;;;
496;;21/1/2023 15:00;12.96;74.66;69.82;6.98;;;
497;;21/1/2023 16:00;11.77;80.99;69.82;6.72;;;
498;;21/1/2023 17:00;10.71;87.36;69.85;6.05;;;
499;;21/1/2023 18:00;9.79;94.41;69.88;5.64;;;
500;;21/1/2023 19:00;9.44;96.9;69.92;5.75;;;
501;;21/1/2023 20:00;9.16;97.76;69.97;6.07;;;
502;;21/1/2023 21:00;8.83;98.53;70.0;6.17;;;
503;;21/1/2023 22:00;8.45;99.1;70.0;6.46;;;
504;;21/1/2023 23:00;8.08;99.01;69.98;6.73;;;
505;;22/1/2023 0:00;7.78;98.56;69.92;6.37;;;
506;;22/1/2023 1:00;7.47;98.54;69.86;5.35;;;
507;;22/1/2023 2:00;7.24;98.84;69.82;4.39;;;
508;;22/1/2023 3:00;6.91;98.42;69.81;4.0;;;
509;;22/1/2023 4:00;6.49;98.58;69.83;3.82;;;
510;;22/1/2023 5:00;6.3;98.19;69.87;2.73;;;
511;;22/1/2023 6:00;6.46;96.95;69.92;2.14;;;
512;;22/1/2023 7:00;7.58;92.1;69.99;0.37;;;
513;;22/1/2023 8:00;9.12;85.71;70.03;0.95;;;
514;;22/1/2023 9:00;10.71;78.17;70.04;1.42;;;
515;;22/1/2023 10:00;12.26;71.93;70.02;1.62;;;
516;;22/1/2023 11:00;13.15;69.08;70.0;1.92;;;
517;;22/1/2023 12:00;13.97;66.61;69.93;2.4;;;
518;;22/1/2023 13:00;14.33;65.75;69.86;2.6;;;
519;;22/1/2023 14:00;14.04;67.35;69.79;2.5;;;
520;;22/1/2023 15:00;13.39;70.02;69.76;2.31;;;
521;;22/1/2023 16:00;12.35;74.5;69.77;1.94;;;
522;;22/1/2023 17:00;10.84;82.03;69.81;1.32;;;
523;;22/1/2023 18:00;9.15;93.46;69.86;0.89;;;
524;;22/1/2023 19:00;8.23;98.01;69.9;0.55;;;
525;;22/1/2023 20:00;7.6;98.66;69.96;0.24;;;
526;;22/1/2023 21:00;7.11;98.23;70.0;0.11;;;
527;;22/1/2023 22:00;6.53;98.23;70.02;0.11;;;
528;;22/1/2023 23:00;5.93;99.49;70.0;0.26;;;
529;;23/1/2023 0:00;5.71;99.11;69.95;0.58;;;
530;;23/1/2023 1:00;5.65;98.59;69.88;0.79;;;
531;;23/1/2023 2:00;5.65;98.52;69.84;0.88;;;
532;;23/1/2023 3:00;5.56;99.24;69.83;1.01;;;
533;;23/1/2023 4:00;5.71;99.58;69.85;1.17;;;
534;;23/1/2023 5:00;5.99;99.74;69.88;1.74;;;
535;;23/1/2023 6:00;6.82;98.19;69.93;2.32;;;
536;;23/1/2023 7:00;8.7;94.26;69.99;5.0;;;
537;;23/1/2023 8:00;10.36;89.84;70.04;5.92;;;
538;;23/1/2023 9:00;12.08;81.99;70.06;5.69;;;
539;;23/1/2023 10:00;12.84;76.81;70.07;5.15;;;
540;;23/1/2023 11:00;13.04;74.62;70.07;4.65;;;
541;;23/1/2023 12:00;13.13;73.54;70.02;4.81;;;
542;;23/1/2023 13:00;13.29;72.41;69.95;4.83;;;
543;;23/1/2023 14:00;13.15;72.71;69.88;5.22;;;
544;;23/1/2023 15:00;12.4;75.33;69.85;5.82;;;
545;;23/1/2023 16:00;11.43;79.16;69.85;6.15;;;
546;;23/1/2023 17:00;9.95;86.32;69.88;6.42;;;
547;;23/1/2023 18:00;8.58;94.64;69.93;6.83;;;
548;;23/1/2023 19:00;8.0;96.25;69.99;6.42;;;
549;;23/1/2023 20:00;7.63;96.46;70.05;6.02;;;
550;;23/1/2023 21:00;7.31;96.8;70.09;5.48;;;
551;;23/1/2023 22:00;7.1;97.0;70.11;5.18;;;
552;;23/1/2023 23:00;7.0;97.08;70.08;4.85;;;
553;;24/1/2023 0:00;6.95;97.22;70.02;4.63;;;
554;;24/1/2023 1:00;6.87;97.32;69.95;4.24;;;
555;;24/1/2023 2:00;6.77;97.36;69.9;5.0;;;
556;;24/1/2023 3:00;6.71;97.29;69.89;6.58;;;
557;;24/1/2023 4:00;6.69;97.22;69.91;8.42;;;
558;;24/1/2023 5:00;6.73;97.02;69.95;9.81;;;
559;;24/1/2023 6:00;6.91;96.46;70.01;9.55;;;
560;;24/1/2023 7:00;7.84;93.75;70.08;6.4;;;
561;;24/1/2023 8:00;8.87;89.83;70.13;4.2;;;
562;;24/1/2023 9:00;9.93;84.67;70.14;2.37;;;
563;;24/1/2023 10:00;10.84;79.67;70.14;1.48;;;
564;;24/1/2023 11:00;11.44;76.28;70.11;1.55;;;
565;;24/1/2023 12:00;11.61;75.76;70.04;1.69;;;
566;;24/1/2023 13:00;11.68;76.13;69.96;1.78;;;
567;;24/1/2023 14:00;11.46;77.51;69.9;1.62;;;
568;;24/1/2023 15:00;11.06;79.47;69.86;1.33;;;
569;;24/1/2023 16:00;10.4;82.59;69.86;0.99;;;
570;;24/1/2023 17:00;9.35;88.27;69.88;0.8;;;
571;;24/1/2023 18:00;7.93;96.84;69.93;0.69;;;
572;;24/1/2023 19:00;7.37;99.08;70.0;0.6;;;
573;;24/1/2023 20:00;6.88;99.76;70.06;0.6;;;
574;;24/1/2023 21:00;6.31;100.0;70.11;0.66;;;
575;;24/1/2023 22:00;5.9;100.0;70.13;0.72;;;
576;;24/1/2023 23:00;5.62;100.0;70.08;0.74;;;
577;;25/1/2023 0:00;5.3;100.0;70.0;0.63;;;
578;;25/1/2023 1:00;5.03;100.0;69.93;0.43;;;
579;;25/1/2023 2:00;4.8;100.0;69.88;0.31;;;
580;;25/1/2023 3:00;4.64;100.0;69.87;0.26;;;
581;;25/1/2023 4:00;4.59;100.0;69.88;0.22;;;
582;;25/1/2023 5:00;4.63;100.0;69.92;0.21;;;
583;;25/1/2023 6:00;5.58;98.95;69.98;0.28;;;
584;;25/1/2023 7:00;8.08;92.19;70.04;0.08;;;
585;;25/1/2023 8:00;9.9;86.51;70.09;0.14;;;
586;;25/1/2023 9:00;11.88;78.08;70.1;0.21;;;
587;;25/1/2023 10:00;13.41;71.47;70.08;0.23;;;
588;;25/1/2023 11:00;14.47;67.75;70.03;0.25;;;
589;;25/1/2023 12:00;15.16;65.83;69.96;0.28;;;
590;;25/1/2023 13:00;15.16;66.09;69.9;0.33;;;
591;;25/1/2023 14:00;14.63;67.8;69.84;0.36;;;
592;;25/1/2023 15:00;13.66;71.19;69.81;0.4;;;
593;;25/1/2023 16:00;12.52;75.72;69.83;0.39;;;
594;;25/1/2023 17:00;11.19;83.06;69.88;0.34;;;
595;;25/1/2023 18:00;9.31;94.56;69.94;0.29;;;
596;;25/1/2023 19:00;8.45;98.49;70.0;0.21;;;
597;;25/1/2023 20:00;8.0;99.46;70.06;0.13;;;
598;;25/1/2023 21:00;7.68;98.95;70.1;0.1;;;
599;;25/1/2023 22:00;7.26;98.67;70.1;0.08;;;
600;;25/1/2023 23:00;6.8;98.17;70.07;0.08;;;
601;;26/1/2023 0:00;6.32;98.11;69.99;0.08;;;
602;;26/1/2023 1:00;5.84;98.31;69.92;0.07;;;
603;;26/1/2023 2:00;5.26;98.78;69.88;0.08;;;
604;;26/1/2023 3:00;4.64;98.43;69.87;0.07;;;
605;;26/1/2023 4:00;4.27;96.21;69.89;0.06;;;
606;;26/1/2023 5:00;3.96;93.16;69.93;0.05;;;
607;;26/1/2023 6:00;4.43;89.68;69.99;0.04;;;
608;;26/1/2023 7:00;8.27;76.32;70.05;0.0;;;
609;;26/1/2023 8:00;11.26;68.92;70.1;0.0;;;
610;;26/1/2023 9:00;13.29;64.55;70.12;0.0;;;
611;;26/1/2023 10:00;14.69;62.32;70.09;0.0;;;
612;;26/1/2023 11:00;15.57;61.68;70.04;0.01;;;
613;;26/1/2023 12:00;16.23;61.05;69.96;0.04;;;
614;;26/1/2023 13:00;16.54;60.9;69.88;0.07;;;
615;;26/1/2023 14:00;16.38;61.46;69.8;0.11;;;
616;;26/1/2023 15:00;15.55;64.02;69.76;0.13;;;
617;;26/1/2023 16:00;14.22;69.22;69.78;0.14;;;
618;;26/1/2023 17:00;12.48;78.52;69.83;0.15;;;
619;;26/1/2023 18:00;10.72;92.09;69.89;0.14;;;
620;;26/1/2023 19:00;9.99;96.31;69.95;0.13;;;
621;;26/1/2023 20:00;9.53;98.96;70.01;0.12;;;
622;;26/1/2023 21:00;9.12;100.0;70.05;0.1;;;
623;;26/1/2023 22:00;8.63;100.0;70.05;0.08;;;
624;;26/1/2023 23:00;8.34;100.0;70.01;0.07;;;
625;;27/1/2023 0:00;8.23;100.0;69.94;0.06;;;
626;;27/1/2023 1:00;8.11;100.0;69.88;0.05;;;
627;;27/1/2023 2:00;7.99;100.0;69.84;0.05;;;
628;;27/1/2023 3:00;7.82;100.0;69.84;0.05;;;
629;;27/1/2023 4:00;7.79;99.35;69.86;0.04;;;
630;;27/1/2023 5:00;7.71;99.01;69.91;0.03;;;
631;;27/1/2023 6:00;7.88;97.84;69.97;0.02;;;
632;;27/1/2023 7:00;9.76;89.28;70.03;0.02;;;
633;;27/1/2023 8:00;12.07;78.26;70.07;0.02;;;
634;;27/1/2023 9:00;14.1;68.81;70.07;0.01;;;
635;;27/1/2023 10:00;15.64;63.22;70.04;0.02;;;
636;;27/1/2023 11:00;16.69;60.19;69.99;0.03;;;
637;;27/1/2023 12:00;17.07;59.51;69.93;0.06;;;
638;;27/1/2023 13:00;17.28;59.79;69.87;0.14;;;
639;;27/1/2023 14:00;16.74;61.35;69.81;0.24;;;
640;;27/1/2023 15:00;15.72;65.15;69.78;0.32;;;
641;;27/1/2023 16:00;14.3;71.8;69.79;0.38;;;
642;;27/1/2023 17:00;12.62;81.75;69.83;0.48;;;
643;;27/1/2023 18:00;11.12;92.83;69.88;0.52;;;
644;;27/1/2023 19:00;10.58;96.46;69.92;0.49;;;
645;;27/1/2023 20:00;10.29;97.72;69.98;0.45;;;
646;;27/1/2023 21:00;9.96;98.95;70.01;0.4;;;
647;;27/1/2023 22:00;9.59;99.68;70.01;0.34;;;
648;;27/1/2023 23:00;9.26;100.0;69.99;0.29;;;
649;;28/1/2023 0:00;8.9;99.91;69.92;0.25;;;
650;;28/1/2023 1:00;8.6;99.89;69.87;0.22;;;
651;;28/1/2023 2:00;8.33;100.0;69.83;0.17;;;
652;;28/1/2023 3:00;7.98;100.0;69.83;0.14;;;
653;;28/1/2023 4:00;7.7;100.0;69.85;0.12;;;
654;;28/1/2023 5:00;7.44;100.0;69.89;0.11;;;
655;;28/1/2023 6:00;7.78;99.22;69.95;0.1;;;
656;;28/1/2023 7:00;9.93;88.96;70.01;0.0;;;
657;;28/1/2023 8:00;12.2;77.34;70.06;0.0;;;
658;;28/1/2023 9:00;14.14;68.35;70.06;0.0;;;
659;;28/1/2023 10:00;15.48;64.06;70.04;0.0;;;
660;;28/1/2023 11:00;16.31;62.09;70.0;0.0;;;
661;;28/1/2023 12:00;16.77;61.18;69.94;0.0;;;
662;;28/1/2023 13:00;16.9;60.92;69.88;0.0;;;
663;;28/1/2023 14:00;16.58;61.65;69.83;0.0;;;
664;;28/1/2023 15:00;15.73;63.83;69.81;0.0;;;
665;;28/1/2023 16:00;14.43;67.52;69.82;0.0;;;
666;;28/1/2023 17:00;12.51;75.66;69.87;0.0;;;
667;;28/1/2023 18:00;10.09;90.59;69.92;0.0;;;
668;;28/1/2023 19:00;9.19;95.72;69.95;0.0;;;
669;;28/1/2023 20:00;8.79;97.02;69.99;0.0;;;
670;;28/1/2023 21:00;8.3;95.87;70.02;0.0;;;
671;;28/1/2023 22:00;7.43;95.91;70.03;0.0;;;
672;;28/1/2023 23:00;6.1;98.31;70.0;0.0;;;
673;;29/1/2023 0:00;4.96;100.0;69.93;0.0;;;
674;;29/1/2023 1:00;3.81;100.0;69.87;0.0;;;
675;;29/1/2023 2:00;3.16;100.0;69.82;0.0;;;
676;;29/1/2023 3:00;2.74;98.09;69.81;0.0;;;
677;;29/1/2023 4:00;2.5;94.47;69.83;0.0;;;
678;;29/1/2023 5:00;2.36;92.54;69.86;0.0;;;
679;;29/1/2023 6:00;3.35;90.64;69.92;0.0;;;
680;;29/1/2023 7:00;8.03;73.25;69.98;0.02;;;
681;;29/1/2023 8:00;11.37;62.38;70.03;0.02;;;
682;;29/1/2023 9:00;13.83;58.02;70.04;0.01;;;
683;;29/1/2023 10:00;15.45;57.76;70.02;0.01;;;
684;;29/1/2023 11:00;16.3;58.34;69.99;0.01;;;
685;;29/1/2023 12:00;16.42;59.11;69.95;0.06;;;
686;;29/1/2023 13:00;16.63;58.98;69.89;0.41;;;
687;;29/1/2023 14:00;16.24;60.96;69.84;1.02;;;
688;;29/1/2023 15:00;15.08;65.72;69.82;1.4;;;
689;;29/1/2023 16:00;13.46;72.66;69.85;1.55;;;
690;;29/1/2023 17:00;11.8;81.49;69.91;1.46;;;
691;;29/1/2023 18:00;10.24;91.72;69.97;1.39;;;
692;;29/1/2023 19:00;9.48;96.02;70.01;0.97;;;
693;;29/1/2023 20:00;8.85;98.39;70.06;0.67;;;
694;;29/1/2023 21:00;8.32;99.48;70.08;0.37;;;
695;;29/1/2023 22:00;7.89;99.7;70.07;0.19;;;
696;;29/1/2023 23:00;7.45;99.66;70.03;0.11;;;
697;;30/1/2023 0:00;6.98;99.05;69.96;0.08;;;
698;;30/1/2023 1:00;6.46;97.74;69.91;0.08;;;
699;;30/1/2023 2:00;6.08;95.92;69.88;0.1;;;
700;;30/1/2023 3:00;5.71;94.04;69.88;0.09;;;
701;;30/1/2023 4:00;5.66;92.45;69.9;0.06;;;
702;;30/1/2023 5:00;5.49;92.37;69.95;0.04;;;
703;;30/1/2023 6:00;5.9;92.49;70.0;0.03;;;
704;;30/1/2023 7:00;8.99;77.66;70.06;0.02;;;
705;;30/1/2023 8:00;11.23;66.73;70.12;0.03;;;
706;;30/1/2023 9:00;13.07;63.27;70.13;0.1;;;
707;;30/1/2023 10:00;14.22;62.96;70.11;0.28;;;
708;;30/1/2023 11:00;14.95;63.09;70.06;0.49;;;
709;;30/1/2023 12:00;15.32;63.46;69.99;0.99;;;
710;;30/1/2023 13:00;15.67;63.74;69.92;1.6;;;
711;;30/1/2023 14:00;15.35;65.64;69.86;2.4;;;
712;;30/1/2023 15:00;14.01;71.61;69.83;2.98;;;
713;;30/1/2023 16:00;12.67;78.54;69.83;3.33;;;
714;;30/1/2023 17:00;11.36;86.33;69.87;3.61;;;
715;;30/1/2023 18:00;10.09;94.84;69.93;3.47;;;
716;;30/1/2023 19:00;9.58;97.39;69.99;3.09;;;
717;;30/1/2023 20:00;9.18;98.98;70.05;2.43;;;
718;;30/1/2023 21:00;8.72;99.97;70.07;1.97;;;
719;;30/1/2023 22:00;8.41;99.68;70.08;1.6;;;
720;;30/1/2023 23:00;8.14;99.22;70.05;1.76;;;
721;;31/1/2023 0:00;7.9;98.37;69.99;1.98;;;
722;;31/1/2023 1:00;7.56;97.92;69.92;2.55;;;
723;;31/1/2023 2:00;7.18;97.7;69.89;3.01;;;
724;;31/1/2023 3:00;6.75;97.58;69.89;3.27;;;
725;;31/1/2023 4:00;6.34;97.04;69.91;3.12;;;
726;;31/1/2023 5:00;6.16;95.59;69.94;2.51;;;
727;;31/1/2023 6:00;6.48;94.25;69.98;1.89;;;
728;;31/1/2023 7:00;8.68;85.44;70.05;2.06;;;
729;;31/1/2023 8:00;11.19;75.54;70.1;1.56;;;
730;;31/1/2023 9:00;13.4;67.35;70.11;1.31;;;
731;;31/1/2023 10:00;14.9;63.91;70.09;1.38;;;
732;;31/1/2023 11:00;15.58;63.33;70.03;1.79;;;
733;;31/1/2023 12:00;15.78;64.13;69.96;2.65;;;
734;;31/1/2023 13:00;15.7;65.84;69.9;3.79;;;
735;;31/1/2023 14:00;14.75;70.66;69.86;4.91;;;
736;;31/1/2023 15:00;13.39;77.15;69.83;5.67;;;
737;;31/1/2023 16:00;12.26;83.38;69.82;5.95;;;
738;;31/1/2023 17:00;11.33;89.09;69.83;6.12;;;
739;;31/1/2023 18:00;10.46;95.58;69.86;6.11;;;
740;;31/1/2023 19:00;9.92;97.6;69.9;6.01;;;
741;;31/1/2023 20:00;9.46;98.21;69.95;5.39;;;
742;;31/1/2023 21:00;8.86;96.19;70.0;5.0;;;
743;;31/1/2023 22:00;7.72;95.43;70.04;5.24;;;
744;;31/1/2023 23:00;6.84;94.5;70.04;5.38;;;
745;;1/2/2023 0:00;6.26;94.3;69.99;5.02;;;
746;;1/2/2023 1:00;6.15;94.0;69.93;4.77;;;
747;;1/2/2023 2:00;6.25;93.65;69.89;4.99;;;
748;;1/2/2023 3:00;6.27;93.97;69.88;4.95;;;
749;;1/2/2023 4:00;6.46;89.99;69.88;5.43;;;
750;;1/2/2023 5:00;6.52;88.38;69.91;5.97;;;
751;;1/2/2023 6:00;6.6;91.38;69.96;5.79;;;
752;;1/2/2023 7:00;8.87;86.08;70.02;0.65;;;
753;;1/2/2023 8:00;11.1;80.34;70.08;0.51;;;
754;;1/2/2023 9:00;12.99;73.32;70.09;0.46;;;
755;;1/2/2023 10:00;14.2;69.54;70.08;0.47;;;
756;;1/2/2023 11:00;15.18;66.99;70.04;0.59;;;
757;;1/2/2023 12:00;15.51;66.59;69.98;0.73;;;
758;;1/2/2023 13:00;15.23;68.76;69.92;0.89;;;
759;;1/2/2023 14:00;14.38;72.65;69.86;1.12;;;
760;;1/2/2023 15:00;13.26;77.89;69.84;1.33;;;
761;;1/2/2023 16:00;12.22;83.15;69.83;1.46;;;
762;;1/2/2023 17:00;11.16;88.96;69.85;1.55;;;
763;;1/2/2023 18:00;10.07;95.46;69.9;1.69;;;
764;;1/2/2023 19:00;9.54;97.04;69.95;1.91;;;
765;;1/2/2023 20:00;9.15;97.88;70.01;2.11;;;
766;;1/2/2023 21:00;8.69;99.15;70.05;2.27;;;
767;;1/2/2023 22:00;8.3;100.0;70.07;2.49;;;
768;;1/2/2023 23:00;7.96;100.0;70.06;2.23;;;
769;;2/2/2023 0:00;7.68;100.0;70.01;1.48;;;
770;;2/2/2023 1:00;7.39;100.0;69.94;0.8;;;
771;;2/2/2023 2:00;7.05;100.0;69.9;0.43;;;
772;;2/2/2023 3:00;6.73;100.0;69.9;0.25;;;
773;;2/2/2023 4:00;6.46;100.0;69.93;0.12;;;
774;;2/2/2023 5:00;6.25;100.0;69.96;0.07;;;
775;;2/2/2023 6:00;6.74;99.74;70.01;0.05;;;
776;;2/2/2023 7:00;8.59;93.17;70.07;0.07;;;
777;;2/2/2023 8:00;10.48;84.64;70.11;0.05;;;
778;;2/2/2023 9:00;12.69;73.21;70.11;0.06;;;
779;;2/2/2023 10:00;14.53;64.6;70.11;0.09;;;
780;;2/2/2023 11:00;15.68;59.47;70.08;0.2;;;
781;;2/2/2023 12:00;16.35;56.28;70.03;0.35;;;
782;;2/2/2023 13:00;16.48;55.29;69.97;0.46;;;
783;;2/2/2023 14:00;16.12;55.99;69.92;0.53;;;
784;;2/2/2023 15:00;15.24;58.63;69.89;0.7;;;
785;;2/2/2023 16:00;13.8;63.72;69.89;0.78;;;
786;;2/2/2023 17:00;11.74;73.93;69.92;0.8;;;
787;;2/2/2023 18:00;9.42;90.11;69.95;0.88;;;
788;;2/2/2023 19:00;8.74;94.98;69.98;0.84;;;
789;;2/2/2023 20:00;8.4;97.16;70.03;0.59;;;
790;;2/2/2023 21:00;8.05;98.0;70.07;0.37;;;
791;;2/2/2023 22:00;7.59;97.6;70.07;0.2;;;
792;;2/2/2023 23:00;7.05;97.15;70.05;0.11;;;
793;;3/2/2023 0:00;6.3;97.9;70.0;0.07;;;
794;;3/2/2023 1:00;5.15;100.0;69.94;0.06;;;
795;;3/2/2023 2:00;4.55;100.0;69.89;0.06;;;
796;;3/2/2023 3:00;4.13;100.0;69.88;0.05;;;
797;;3/2/2023 4:00;3.9;97.1;69.9;0.04;;;
798;;3/2/2023 5:00;3.79;92.62;69.94;0.02;;;
799;;3/2/2023 6:00;4.65;89.11;70.0;0.01;;;
800;;3/2/2023 7:00;8.68;72.86;70.07;0.0;;;
801;;3/2/2023 8:00;11.68;61.77;70.12;0.0;;;
802;;3/2/2023 9:00;13.96;56.07;70.13;0.0;;;
803;;3/2/2023 10:00;15.46;54.83;70.12;0.01;;;
804;;3/2/2023 11:00;16.22;55.47;70.1;0.03;;;
805;;3/2/2023 12:00;16.4;57.01;70.05;0.13;;;
806;;3/2/2023 13:00;16.3;58.77;69.99;0.28;;;
807;;3/2/2023 14:00;15.7;61.39;69.94;0.38;;;
808;;3/2/2023 15:00;14.43;65.93;69.92;0.46;;;
809;;3/2/2023 16:00;13.05;71.84;69.94;0.46;;;
810;;3/2/2023 17:00;11.45;79.78;69.98;0.42;;;
811;;3/2/2023 18:00;9.87;90.0;70.03;0.41;;;
812;;3/2/2023 19:00;9.07;94.76;70.09;0.35;;;
813;;3/2/2023 20:00;8.45;97.48;70.14;0.32;;;
814;;3/2/2023 21:00;7.81;100.0;70.17;0.32;;;
815;;3/2/2023 22:00;7.33;100.0;70.18;0.3;;;
816;;3/2/2023 23:00;6.98;100.0;70.16;0.28;;;
817;;4/2/2023 0:00;6.64;100.0;70.12;0.29;;;
818;;4/2/2023 1:00;6.24;100.0;70.06;0.33;;;
819;;4/2/2023 2:00;6.05;100.0;70.03;0.38;;;
820;;4/2/2023 3:00;5.64;100.0;70.02;0.37;;;
821;;4/2/2023 4:00;5.27;100.0;70.03;0.31;;;
822;;4/2/2023 5:00;5.23;100.0;70.05;0.27;;;
823;;4/2/2023 6:00;5.96;98.79;70.08;0.24;;;
824;;4/2/2023 7:00;7.99;90.38;70.13;0.42;;;
825;;4/2/2023 8:00;9.98;82.9;70.19;0.7;;;
826;;4/2/2023 9:00;12.07;74.54;70.21;1.12;;;
827;;4/2/2023 10:00;13.55;69.07;70.2;1.02;;;
828;;4/2/2023 11:00;14.51;65.95;70.16;0.95;;;
